Package Name,Reviewer name,Review,Rating
scd.lcex,Laura Lee,Love this app for figuring stuff out,4
scd.lcex,Jerónimo Barraco Mármol,Cant handle main logs. It freezes. Unusable. :/ ui is inconvenient.,2
scd.lcex,White Crow,Great,5
scd.lcex,Hamdha Muaz,Best app for read logcat,5
scd.lcex,Anthony Seibel,"Yeah... For what this app allows us to keep track of, five-stars, no other comments.",5
scd.lcex,-,Freezes a few seconds after opening,1
scd.lcex,Andrive,Opens and doesn't respond/crashes,1
scd.lcex,Buisnessman Richboi,meh,2
scd.lcex,Mike Abitia,Very useful app!,5
scd.lcex,Deven Bhatt,Really very helpful. But I am unable to grant read logs righta in MIUI 11 (Redmi Note 8 Pro),5
scd.lcex,phone Account,Crashes every single time I try to view the log.,1
scd.lcex,Bill Boyd,Won't start. Hangs immediately after opening.,1
scd.lcex,Petani Harapan Bangsa,loveee,5
scd.lcex,Aaron Nickolopoulos,Always a go-to,5
scd.lcex,Dave Mackintosh,It's pretty good but truncates longer errors which makes it pretty useless for debugging apps on device.,3
scd.lcex,Justin bukowski,"Blank screen on opening, completely unresponsive. Rooted Samsung Galaxy S5 Neo running Nougat.",1
scd.lcex,Ryan Palmer,Great,3
scd.lcex,Wesley Killingsworth,This is the best logcat app I've come across. Makes diagnosing issues directly on your device super convenient!,5
scd.lcex,Zol Varg,So bad filtering,1
scd.lcex,jack sparrow,"i think something is broken in latest update, no logs are showing or being saved. no idea if it's error on my side but previously on a different rom it was working great & the record logs (auto saves in a file) option really helped a lot when had to capture logs of device restarting at a specific event.",5
scd.lcex,tom duly,"Bestest Logcat app!!! You can't go wrong! Had others... However, have had THIS app for few years, because it is the BEST one out there!",5
scd.lcex,Daniel T,"Doesn't work. ""Accept"" button on license dialog doesn't do anything. No logs show up.",1
scd.lcex,Tom Smith,"PLEASE READ REVIEW: Jacques Bertrand 24/09/2018 Works great. This should be added to the app's description: if you don't have root, connect to computer & copy/paste this in adb: adb shell pm grant scd.lcex android.permission.READ_LOGS 1 people found this helpful",5
scd.lcex,beast gamer717,works extreamly well logs everything,5
scd.lcex,Prestor John,this app has been a huge help in keeping track of logging information due to the fact that I have had a very very serious problem with being hacked and this app has been a huge help in keeping track of logging information due to remote access being utilized on my devices what I wanted to ask the developer is I was wondering if there is a similar app made for Windows due to the fact that my Windows laptop is also being seriously hacked this is been a serious ongoing problem for over a year,5
scd.lcex,B Wilson,"Root required🦊(NTS-Slick, Search 4 NO-ROOT GPS Apps that ""Bypass Rooted Phone Requirement"", using a PC. Slick,✋ DO NOT, pay for ONE MORE, NEW, Logcat app, thinking, ""OMG Bub,👁️👁️ this X-PRETTY, HOT/NEW YOUNG (✔️LEGAL✔️) APP, XX Eze-On-The-Eyes (Custom) View, Nice ""Booty""ful Backend Reports, X-Xtra Curvey 'TAIL'ored Features, PURRS to TOUCH(Screen), NEVER CHEATS (on resources), FAKE PERFECT (Hide {lie/omitt} Your faults), &/OR Be JESUS-II (ALL FAULTS B-GONE, 4-EVER).",4
scd.lcex,Alvin Williamson Jr.,Needs to be updated. Im running api 28.,1
scd.lcex,A Google user,This app is an invaluable tool. I have used it many times to diagnose and fix hundreds of apps and Android system problems where nothing else would provide me with any information to work with. Also it is the best of its kind that I have found after testing a dozen. Then I bought the Pro version to support its development. Thanks dev for creating it and keep up the good work !,5
scd.lcex,Big Perx,A+,5
scd.lcex,Kyle Villalovos,"Doesn't do anything? Log is constantly empty. Dmsg shows, but isnt live.",3
scd.lcex,Jacques Bertrand,"Works great. This should be added to the app's description: if you don't have root, connect to computer & copy/paste this in adb: adb shell pm grant scd.lcex android.permission.READ_LOGS",5
scd.lcex,Federico Pugnali,I can't see dmesg log. It says syslog_read denied,2
scd.lcex,Dave van,Don't work in oreo,3
scd.lcex,Pitbull Lover,Does what it says.,5
scd.lcex,A Google user,"Floating logs opens, then closes instantly on my galaxy s7 edge",2
scd.lcex,Troy Dalton,"I was beginning to give up on useful tools to help develop directly on my tablet!  Because of health reasons, I cannot sit at my PC for long periods of time. I write using AIDE, then do my final compiles on my computer. This app has been the greatest help of any other tool I've used (not just log readers).  Thanks SCDevs!  I especially like the ability to call the app from my code.  Logcat Extreme is nothing short of awesome!  Keep it up.  I look forward to new, innovative features.  Now, I'm off to buy the paid version.....",5
scd.lcex,積丹尼 Dan Jacobson,Cannot copy individual messages.,4
scd.lcex,Mohammad Ashar Khan,"One Request, Please make Per App Log for Floating window also. Floating log shows complete log.",5
scd.lcex,David3848 _,Amazing,5
scd.lcex,Waqar Aslam,App restart brings them back,5
scd.lcex,Sr. Zé Alguém,Well designed app.,5
scd.lcex,Jason Vidal,I've just this for capturing logs to send to devs. It's been flawless and easy to use,5
scd.lcex,Spencer Mathews,The clear action does not work from the floating button,3
scd.lcex,Ali Alawieh,I am working on multiple devices and debugging  the app in the IDE is a nightmare. Thr floating mode just makes this so useful!,5
scd.lcex,Amit Joshi,Amazing app...i am developing apps on AIDE...this is exactly what i needed...floating logcat feature is Awesome..,5
scd.lcex,Choco Cat,I needed a way to see console logs from Chrome on Android. Unfortunately they don't show up in this app.,2
scd.lcex,Carlos Sessa,doesn't work,1
scd.lcex,M,Lifesaver,5
scd.lcex,Ferenc Dykstra,"This is the third logcat app I've tried, and this what I need!",5
scd.lcex,Ofir Tal,not saving file in case of suddenly boot (show 0 lines). can you please fix? on lg g4,3
scd.lcex,Juency Juen,And helping me diagnose the fatal errors in an app...,4
scd.lcex,Jan Andrei Cobey,"The per-app logging feature is a lifesaver. I found out specifically why some of my system apps were force closing. Apparently, I disabled something important in Titanium Backup. Great UI. Smooth and comprehensive logging.",5
scd.lcex,Chris Hiles,Only app found for KitKat that recorded / continuously saved log files correctly.,5
scd.lcex,Colin Lammie,This logcat reader is the best out of the 3 I've tried. I read the last 10 one star reviews and they didn't disappoint! I'd give these people one star except they know how to breathe so they deserve two.,5
scd.lcex,Mike C,Only Logcat app that worked for me. Helped me find a critical crash bug!,5
scd.lcex,Jaime Ort,"After deleting 55 system apps android settings would force close, I used logcat extreme, to find out what was causing settings to crash and it was the NFC.apk.",5
